move_dur,added_mass,target,eff_mass,eff_mass_mean,sum_t2
1.05,5,7,6.7102,6.6775,0.12561
1.05,5,8,8.1088,8.1248,0.1997
1.1,5,1,6.671,6.7726,0.13104
1.1,5,2,8.1685,8.3742,0.15686
1.1,5,3,6.671,6.677,0.10919
1.1,5,4,8.1685,8.1256,0.17363
1.1,5,5,6.9142,6.7758,0.13103
1.1,5,6,8.6645,8.3809,0.15687
1.1,5,7,6.7102,6.6775,0.10921
1.1,5,8,8.1088,8.1248,0.17362
1.15,5,1,6.671,6.7726,0.11465
1.15,5,2,8.1685,8.3743,0.13724
1.15,5,3,6.671,6.677,0.09554
1.15,5,4,8.1685,8.1255,0.15191
1.15,5,5,6.9142,6.7758,0.11465
1.15,5,6,8.6645,8.3807,0.13725
1.15,5,7,6.7102,6.6775,0.095547
1.15,5,8,8.1088,8.1248,0.15191
1.2,5,1,6.671,6.7727,0.10089
1.2,5,2,8.1685,8.3744,0.12077
1.2,5,3,6.671,6.677,0.084075
1.2,5,4,8.1685,8.1255,0.13368
1.2,5,5,6.9142,6.7757,0.10089
1.2,5,6,8.6645,8.3805,0.12077
1.2,5,7,6.7102,6.6774,0.084079
1.2,5,8,8.1088,8.1248,0.13368
1.25,5,1,6.671,6.7727,0.089248
1.25,5,2,8.1685,8.3745,0.10684
1.25,5,3,6.671,6.677,0.074377
1.25,5,4,8.1685,8.1255,0.11826
1.25,5,5,6.9142,6.7756,0.089248
1.25,5,6,8.6645,8.3804,0.10684
1.25,5,7,6.7102,6.6774,0.074379
1.25,5,8,8.1088,8.1248,0.11826
1.3,5,1,6.671,6.7728,0.079335
1.3,5,2,8.1685,8.3746,0.09497
1.3,5,3,6.671,6.677,0.066116
1.3,5,4,8.1685,8.1255,0.10512
1.3,5,5,6.9142,6.7755,0.079335
1.3,5,6,8.6645,8.3803,0.094971
1.3,5,7,6.7102,6.6774,0.066117
1.3,5,8,8.1088,8.1248,0.10512
1.35,5,1,6.671,6.7728,0.070838
1.35,5,2,8.1685,8.3747,0.084799
1.35,5,3,6.671,6.677,0.059035
1.35,5,4,8.1685,8.1254,0.093864
1.35,5,5,6.9142,6.7755,0.070838
1.35,5,6,8.6645,8.3801,0.084799
1.35,5,7,6.7102,6.6774,0.059036
1.35,5,8,8.1088,8.1248,0.093863
1.4,5,1,6.671,6.7729,0.063514
1.4,5,2,8.1685,8.3748,0.076031
1.4,5,3,6.671,6.677,0.052931
1.4,5,4,8.1685,8.1254,0.084158
1.4,5,5,6.9142,6.7754,0.063514
1.4,5,6,8.6645,8.38,0.076031
1.4,5,7,6.7102,6.6774,0.052932
1.4,5,8,8.1088,8.1248,0.084158
1.45,5,1,6.671,6.7729,0.057166
1.45,5,2,8.1685,8.3749,0.068432
1.45,5,3,6.671,6.677,0.047641
1.45,5,4,8.1685,8.1254,0.075747
1.45,5,5,6.9142,6.7754,0.057166
1.45,5,6,8.6645,8.3799,0.068432
1.45,5,7,6.7102,6.6774,0.047641
1.45,5,8,8.1088,8.1248,0.075747
1.5,5,1,6.671,6.7729,0.051636
1.5,5,2,8.1685,8.3749,0.061813
1.5,5,3,6.671,6.677,0.043033
1.5,5,4,8.1685,8.1254,0.06842
1.5,5,5,6.9142,6.7753,0.051636
1.5,5,6,8.6645,8.3798,0.061813
1.5,5,7,6.7102,6.6773,0.043033
1.5,5,8,8.1088,8.1248,0.06842
1.55,5,1,6.671,6.773,0.046798
1.55,5,2,8.1685,8.375,0.056021
1.55,5,3,6.671,6.677,0.039001
1.55,5,4,8.1685,8.1254,0.062009
1.55,5,5,6.9142,6.7753,0.046798
1.55,5,6,8.6645,8.3797,0.056021
1.55,5,7,6.7102,6.6773,0.039001
1.55,5,8,8.1088,8.1248,0.062009
1.6,5,1,6.671,6.773,0.042546
1.6,5,2,8.1685,8.375,0.050931
1.6,5,3,6.671,6.677,0.035457
1.6,5,4,8.1685,8.1254,0.056375
1.6,5,5,6.9142,6.7752,0.042546
1.6,5,6,8.6645,8.3796,0.050931
1.6,5,7,6.7102,6.6773,0.035458
1.6,5,8,8.1088,8.1248,0.056375
1.65,5,1,6.671,6.773,0.038794
1.65,5,2,8.1685,8.3751,0.046439
1.65,5,3,6.671,6.677,0.032331
1.65,5,4,8.1685,8.1254,0.051403
1.65,5,5,6.9142,6.7752,0.038794
1.65,5,6,8.6645,8.3795,0.046439
1.65,5,7,6.7102,6.6773,0.032331
1.65,5,8,8.1088,8.1248,0.051403
1.7,5,1,6.671,6.773,0.03547
1.7,5,2,8.1685,8.3751,0.042461
1.7,5,3,6.671,6.677,0.029561
1.7,5,4,8.1685,8.1253,0.047
1.7,5,5,6.9142,6.7752,0.03547
1.7,5,6,8.6645,8.3795,0.042461
1.7,5,7,6.7102,6.6773,0.029561
1.7,5,8,8.1088,8.1248,0.047
1.75,5,1,6.671,6.7731,0.032516
1.75,5,2,8.1685,8.3752,0.038924
1.75,5,3,6.671,6.677,0.027099
1.75,5,4,8.1685,8.1253,0.043085
1.75,5,5,6.9142,6.7751,0.032516
1.75,5,6,8.6645,8.3794,0.038924
1.75,5,7,6.7102,6.6773,0.027099
1.75,5,8,8.1088,8.1248,0.043085
1.8,5,1,6.671,6.7731,0.029881
1.8,5,2,8.1685,8.3752,0.035769
1.8,5,3,6.671,6.677,0.024902
1.8,5,4,8.1685,8.1253,0.039593
1.8,5,5,6.9142,6.7751,0.029881
1.8,5,6,8.6645,8.3793,0.035769
1.8,5,7,6.7102,6.6773,0.024902
1.8,5,8,8.1088,8.1248,0.039593
1.85,5,1,6.671,6.7731,0.027523
1.85,5,2,8.1685,8.3753,0.032947
1.85,5,3,6.671,6.677,0.022937
1.85,5,4,8.1685,8.1253,0.036469
1.85,5,5,6.9142,6.7751,0.027523
1.85,5,6,8.6645,8.3793,0.032947
1.85,5,7,6.7102,6.6773,0.022937
1.85,5,8,8.1088,8.1248,0.036469
1.9,5,1,6.671,6.7731,0.025407
1.9,5,2,8.1685,8.3753,0.030413
1.9,5,3,6.671,6.677,0.021174
1.9,5,4,8.1685,8.1253,0.033665
1.9,5,5,6.9142,6.775,0.025407
1.9,5,6,8.6645,8.3792,0.030413
1.9,5,7,6.7102,6.6773,0.021174
1.9,5,8,8.1088,8.1248,0.033665
1.95,5,1,6.671,6.7731,0.023502
1.95,5,2,8.1685,8.3754,0.028133
1.95,5,3,6.671,6.677,0.019586
1.95,5,4,8.1685,8.1253,0.031141
1.95,5,5,6.9142,6.775,0.023502
1.95,5,6,8.6645,8.3791,0.028133
1.95,5,7,6.7102,6.6773,0.019586
1.95,5,8,8.1088,8.1248,0.031141
2,5,1,6.671,6.7732,0.021783
2,5,2,8.1685,8.3754,0.026076
2,5,3,6.671,6.677,0.018154
2,5,4,8.1685,8.1253,0.028863
2,5,5,6.9142,6.775,0.021783
2,5,6,8.6645,8.3791,0.026076
2,5,7,6.7102,6.6773,0.018154
2,5,8,8.1088,8.1248,0.028863
0.3,5.5,1,7.1753,7.2749,1.9133
0.3,5.5,2,8.6767,8.8787,2.3354
0.3,5.5,3,7.1753,7.1799,1.6333
0.3,5.5,4,8.6767,8.6338,2.5367
0.3,5.5,5,7.4211,7.2864,1.9071
0.3,5.5,6,9.1792,8.9022,2.2501
0.3,5.5,7,7.2115,7.1816,1.5399
0.3,5.5,8,8.6138,8.6308,2.5254
0.35,5.5,1,7.1753,7.2755,2.0514
0.35,5.5,2,8.6767,8.8799,2.4896
0.35,5.5,3,7.1753,7.1799,1.7362
0.35,5.5,4,8.6767,8.6335,2.718
0.35,5.5,5,7.4211,7.2855,2.0501
0.35,5.5,6,9.1792,8.9003,2.4342
0.35,5.5,7,7.2115,7.1813,1.6696
0.35,5.5,8,8.6138,8.6309,2.7147
0.4,5.5,1,7.1753,7.276,1.9038
0.4,5.5,2,8.6767,8.8809,2.3003
0.4,5.5,3,7.1753,7.1799,1.6
0.4,5.5,4,8.6767,8.6332,2.5218
0.4,5.5,5,7.4211,7.2848,1.9037
0.4,5.5,6,9.1792,8.8988,2.27
0.4,5.5,7,7.2115,7.1812,1.5623
0.4,5.5,8,8.6138,8.631,2.521
0.45,5.5,1,7.1753,7.2763,1.616
0.45,5.5,2,8.6767,8.8816,1.9462
0.45,5.5,3,7.1753,7.1799,1.3513
0.45,5.5,4,8.6767,8.6331,2.1404
0.45,5.5,5,7.4211,7.2842,1.6156
0.45,5.5,6,9.1792,8.8977,1.9315
0.45,5.5,7,7.2115,7.181,1.3337
0.45,5.5,8,8.6138,8.631,2.1395
0.5,5.5,1,7.1753,7.2766,1.3082
0.5,5.5,2,8.6767,8.8822,1.5722
0.5,5.5,3,7.1753,7.1799,1.0906
0.5,5.5,4,8.6767,8.6329,1.7328
0.5,5.5,5,7.4211,7.2837,1.3076
0.5,5.5,6,9.1792,8.8967,1.5655
0.5,5.5,7,7.2115,7.1809,1.0838
0.5,5.5,8,8.6138,8.6311,1.7317
0.55,5.5,1,7.1753,7.2769,1.038
0.55,5.5,2,8.6767,8.8827,1.2457
0.55,5.5,3,7.1753,7.1799,0.86415
0.55,5.5,4,8.6767,8.6328,1.375
0.55,5.5,5,7.4211,7.2834,1.0374
0.55,5.5,6,9.1792,8.896,1.2428
0.55,5.5,7,7.2115,7.1808,0.86201
0.55,5.5,8,8.6138,8.6311,1.3741
0.6,5.5,1,7.1753,7.2771,0.82037
0.6,5.5,2,8.6767,8.8832,0.9835
0.6,5.5,3,7.1753,7.1799,0.68262
0.6,5.5,4,8.6767,8.6327,1.0868
0.6,5.5,5,7.4211,7.283,0.81992
0.6,5.5,6,9.1792,8.8953,0.98244
0.6,5.5,7,7.2115,7.1808,0.68231
0.6,5.5,8,8.6138,8.6311,1.0861
0.65,5.5,1,7.1753,7.2773,0.65169
0.65,5.5,2,8.6767,8.8835,0.78077
0.65,5.5,3,7.1753,7.1799,0.54227
0.65,5.5,4,8.6767,8.6326,0.86335
0.65,5.5,5,7.4211,7.2828,0.6514
0.65,5.5,6,9.1792,8.8948,0.78048
0.65,5.5,7,7.2115,7.1807,0.54254
0.65,5.5,8,8.6138,8.6312,0.86295
0.7,5.5,1,7.1753,7.2774,0.52289
0.7,5.5,2,8.6767,8.8838,0.62621
0.7,5.5,3,7.1753,7.1799,0.43519
0.7,5.5,4,8.6767,8.6325,0.69276
0.7,5.5,5,7.4211,7.2826,0.52272
0.7,5.5,6,9.1792,8.8943,0.6262
0.7,5.5,7,7.2115,7.1806,0.43557
0.7,5.5,8,8.6138,8.6312,0.69252
0.75,5.5,1,7.1753,7.2776,0.42466
0.75,5.5,2,8.6767,8.8841,0.50844
0.75,5.5,3,7.1753,7.1799,0.35353
0.75,5.5,4,8.6767,8.6324,0.56264
0.75,5.5,5,7.4211,7.2824,0.42456
0.75,5.5,6,9.1792,8.8939,0.50853
0.75,5.5,7,7.2115,7.1806,0.35386
0.75,5.5,8,8.6138,8.6312,0.5625
0.8,5.5,1,7.1753,7.2777,0.3492
0.8,5.5,2,8.6767,8.8843,0.41805
0.8,5.5,3,7.1753,7.1799,0.29079
0.8,5.5,4,8.6767,8.6324,0.46269
0.8,5.5,5,7.4211,7.2822,0.34914
0.8,5.5,6,9.1792,8.8935,0.41814
0.8,5.5,7,7.2115,7.1805,0.29103
0.8,5.5,8,8.6138,8.6312,0.4626
0.85,5.5,1,7.1753,7.2778,0.29057
0.85,5.5,2,8.6767,8.8845,0.34784
0.85,5.5,3,7.1753,7.1799,0.24202
0.85,5.5,4,8.6767,8.6323,0.38501
0.85,5.5,5,7.4211,7.282,0.29054
0.85,5.5,6,9.1792,8.8932,0.34791
0.85,5.5,7,7.2115,7.1805,0.24218
0.85,5.5,8,8.6138,8.6312,0.38496
0.9,5.5,1,7.1753,7.2779,0.24441
0.9,5.5,2,8.6767,8.8847,0.29258
0.9,5.5,3,7.1753,7.1799,0.2036
0.9,5.5,4,8.6767,8.6323,0.32385
0.9,5.5,5,7.4211,7.2819,0.24439
0.9,5.5,6,9.1792,8.8929,0.29263
0.9,5.5,7,7.2115,7.1805,0.2037
0.9,5.5,8,8.6138,8.6312,0.32382
0.95,5.5,1,7.1753,7.278,0.20758
0.95,5.5,2,8.6767,8.8849,0.24849
0.95,5.5,3,7.1753,7.1799,0.17295
0.95,5.5,4,8.6767,8.6322,0.27505
0.95,5.5,5,7.4211,7.2818,0.20757
0.95,5.5,6,9.1792,8.8927,0.24852
0.95,5.5,7,7.2115,7.1804,0.17301
0.95,5.5,8,8.6138,8.6313,0.27504
1,5.5,1,7.1753,7.278,0.17784
1,5.5,2,8.6767,8.885,0.21288
1,5.5,3,7.1753,7.1799,0.14818
1,5.5,4,8.6767,8.6322,0.23564
1,5.5,5,7.4211,7.2816,0.17783
1,5.5,6,9.1792,8.8924,0.2129
1,5.5,7,7.2115,7.1804,0.14821
1,5.5,8,8.6138,8.6313,0.23563
1.05,5.5,1,7.1753,7.2781,0.15354
1.05,5.5,2,8.6767,8.8852,0.1838
1.05,5.5,3,7.1753,7.1799,0.12794
1.05,5.5,4,8.6767,8.6322,0.20344
1.05,5.5,5,7.4211,7.2815,0.15353
1.05,5.5,6,9.1792,8.8922,0.18381
1.05,5.5,7,7.2115,7.1804,0.12796
1.05,5.5,8,8.6138,8.6313,0.20344
1.1,5.5,1,7.1753,7.2782,0.13349
1.1,5.5,2,8.6767,8.8853,0.1598
1.1,5.5,3,7.1753,7.1799,0.11124
1.1,5.5,4,8.6767,8.6321,0.17688
1.1,5.5,5,7.4211,7.2815,0.13349
1.1,5.5,6,9.1792,8.892,0.1598
1.1,5.5,7,7.2115,7.1804,0.11125
1.1,5.5,8,8.6138,8.6313,0.17687
1.15,5.5,1,7.1753,7.2782,0.11679
1.15,5.5,2,8.6767,8.8854,0.13981
1.15,5.5,3,7.1753,7.1799,0.097328
1.15,5.5,4,8.6767,8.6321,0.15476
1.15,5.5,5,7.4211,7.2814,0.11679
1.15,5.5,6,9.1792,8.8919,0.13981
1.15,5.5,7,7.2115,7.1803,0.097335
1.15,5.5,8,8.6138,8.6313,0.15475
1.2,5.5,1,7.1753,7.2783,0.10278
1.2,5.5,2,8.6767,8.8855,0.12303
1.2,5.5,3,7.1753,7.1799,0.085649
1.2,5.5,4,8.6767,8.6321,0.13618
1.2,5.5,5,7.4211,7.2813,0.10278
1.2,5.5,6,9.1792,8.8917,0.12303
1.2,5.5,7,7.2115,7.1803,0.085653
1.2,5.5,8,8.6138,8.6313,0.13618
1.25,5.5,1,7.1753,7.2783,0.090919
1.25,5.5,2,8.6767,8.8856,0.10884
1.25,5.5,3,7.1753,7.1799,0.075769
1.25,5.5,4,8.6767,8.6321,0.12047
1.25,5.5,5,7.4211,7.2812,0.090918
1.25,5.5,6,9.1792,8.8916,0.10884
1.25,5.5,7,7.2115,7.1803,0.075771
1.25,5.5,8,8.6138,8.6313,0.12047
1.3,5.5,1,7.1753,7.2784,0.08082
1.3,5.5,2,8.6767,8.8857,0.096748
1.3,5.5,3,7.1753,7.1799,0.067353
1.3,5.5,4,8.6767,8.632,0.10709
1.3,5.5,5,7.4211,7.2812,0.08082
1.3,5.5,6,9.1792,8.8914,0.096748
1.3,5.5,7,7.2115,7.1803,0.067355
1.3,5.5,8,8.6138,8.6313,0.10709
1.35,5.5,1,7.1753,7.2784,0.072164
1.35,5.5,2,8.6767,8.8858,0.086386
1.35,5.5,3,7.1753,7.1799,0.06014
1.35,5.5,4,8.6767,8.632,0.09562
1.35,5.5,5,7.4211,7.2811,0.072164
1.35,5.5,6,9.1792,8.8913,0.086387
1.35,5.5,7,7.2115,7.1803,0.060141
1.35,5.5,8,8.6138,8.6313,0.09562
1.4,5.5,1,7.1753,7.2784,0.064703
1.4,5.5,2,8.6767,8.8859,0.077454
1.4,5.5,3,7.1753,7.1799,0.053922
1.4,5.5,4,8.6767,8.632,0.085733
1.4,5.5,5,7.4211,7.281,0.064702
1.4,5.5,6,9.1792,8.8912,0.077454
1.4,5.5,7,7.2115,7.1803,0.053923
1.4,5.5,8,8.6138,8.6313,0.085733
1.45,5.5,1,7.1753,7.2785,0.058236
1.45,5.5,2,8.6767,8.8859,0.069712
1.45,5.5,3,7.1753,7.1799,0.048533
1.45,5.5,4,8.6767,8.632,0.077164
1.45,5.5,5,7.4211,7.281,0.058236
1.45,5.5,6,9.1792,8.8911,0.069713
1.45,5.5,7,7.2115,7.1803,0.048533
1.45,5.5,8,8.6138,8.6313,0.077164
1.5,5.5,1,7.1753,7.2785,0.052603
1.5,5.5,2,8.6767,8.886,0.06297
1.5,5.5,3,7.1753,7.1799,0.043839
1.5,5.5,4,8.6767,8.632,0.069701
1.5,5.5,5,7.4211,7.2809,0.052603
1.5,5.5,6,9.1792,8.891,0.06297
1.5,5.5,7,7.2115,7.1802,0.043839
1.5,5.5,8,8.6138,8.6313,0.069701
1.55,5.5,1,7.1753,7.2785,0.047674
1.55,5.5,2,8.6767,8.8861,0.057069
1.55,5.5,3,7.1753,7.1799,0.039731
1.55,5.5,4,8.6767,8.6319,0.06317
1.55,5.5,5,7.4211,7.2809,0.047674
1.55,5.5,6,9.1792,8.8909,0.057069
1.55,5.5,7,7.2115,7.1802,0.039731
1.55,5.5,8,8.6138,8.6313,0.06317
1.6,5.5,1,7.1753,7.2786,0.043342
1.6,5.5,2,8.6767,8.8861,0.051884
1.6,5.5,3,7.1753,7.1799,0.036121
1.6,5.5,4,8.6767,8.6319,0.05743
1.6,5.5,5,7.4211,7.2808,0.043342
1.6,5.5,6,9.1792,8.8908,0.051884
1.6,5.5,7,7.2115,7.1802,0.036121
1.6,5.5,8,8.6138,8.6313,0.05743
1.65,5.5,1,7.1753,7.2786,0.03952
1.65,5.5,2,8.6767,8.8862,0.047308
1.65,5.5,3,7.1753,7.1799,0.032936
1.65,5.5,4,8.6767,8.6319,0.052365
1.65,5.5,5,7.4211,7.2808,0.03952
1.65,5.5,6,9.1792,8.8907,0.047308
1.65,5.5,7,7.2115,7.1802,0.032936
1.65,5.5,8,8.6138,8.6313,0.052365
1.7,5.5,1,7.1753,7.2786,0.036134
1.7,5.5,2,8.6767,8.8862,0.043255
1.7,5.5,3,7.1753,7.1799,0.030114
1.7,5.5,4,8.6767,8.6319,0.047879
1.7,5.5,5,7.4211,7.2808,0.036134
1.7,5.5,6,9.1792,8.8906,0.043255
1.7,5.5,7,7.2115,7.1802,0.030114
1.7,5.5,8,8.6138,8.6313,0.047879
1.75,5.5,1,7.1753,7.2786,0.033125
1.75,5.5,2,8.6767,8.8863,0.039652
1.75,5.5,3,7.1753,7.1799,0.027606
1.75,5.5,4,8.6767,8.6319,0.043891
1.75,5.5,5,7.4211,7.2807,0.033125
1.75,5.5,6,9.1792,8.8905,0.039652
1.75,5.5,7,7.2115,7.1802,0.027606
1.75,5.5,8,8.6138,8.6314,0.043891
1.8,5.5,1,7.1753,7.2787,0.03044
1.8,5.5,2,8.6767,8.8863,0.036439
1.8,5.5,3,7.1753,7.1799,0.025368
1.8,5.5,4,8.6767,8.6319,0.040334
1.8,5.5,5,7.4211,7.2807,0.03044
1.8,5.5,6,9.1792,8.8905,0.036439
1.8,5.5,7,7.2115,7.1802,0.025368
1.8,5.5,8,8.6138,8.6314,0.040334
1.85,5.5,1,7.1753,7.2787,0.028038
1.85,5.5,2,8.6767,8.8864,0.033563
1.85,5.5,3,7.1753,7.1799,0.023367
1.85,5.5,4,8.6767,8.6319,0.037151
1.85,5.5,5,7.4211,7.2807,0.028038
1.85,5.5,6,9.1792,8.8904,0.033563
1.85,5.5,7,7.2115,7.1802,0.023367
1.85,5.5,8,8.6138,8.6314,0.037151
1.9,5.5,1,7.1753,7.2787,0.025882
1.9,5.5,2,8.6767,8.8864,0.030983
1.9,5.5,3,7.1753,7.1799,0.02157
1.9,5.5,4,8.6767,8.6319,0.034295
1.9,5.5,5,7.4211,7.2806,0.025882
1.9,5.5,6,9.1792,8.8903,0.030983
1.9,5.5,7,7.2115,7.1802,0.02157
1.9,5.5,8,8.6138,8.6314,0.034295
1.95,5.5,1,7.1753,7.2787,0.023942
1.95,5.5,2,8.6767,8.8864,0.02866
1.95,5.5,3,7.1753,7.1799,0.019953
1.95,5.5,4,8.6767,8.6318,0.031724
1.95,5.5,5,7.4211,7.2806,0.023942
1.95,5.5,6,9.1792,8.8903,0.02866
1.95,5.5,7,7.2115,7.1802,0.019953
1.95,5.5,8,8.6138,8.6314,0.031724
2,5.5,1,7.1753,7.2787,0.022191
2,5.5,2,8.6767,8.8865,0.026564
2,5.5,3,7.1753,7.1799,0.018493
2,5.5,4,8.6767,8.6318,0.029403
2,5.5,5,7.4211,7.2806,0.022191
2,5.5,6,9.1792,8.8902,0.026564
2,5.5,7,7.2115,7.1802,0.018493
2,5.5,8,8.6138,8.6314,0.029403
0.3,6,1,7.6791,7.7796,1.9439
0.3,6,2,9.1838,9.3881,2.3727
0.3,6,3,7.6791,7.6825,1.6595
0.3,6,4,9.1838,9.1395,2.5773
0.3,6,5,7.9269,7.7912,1.9376
0.3,6,6,9.6918,9.412,2.2861
0.3,6,7,7.7127,7.684,1.5646
0.3,6,8,9.1181,9.1364,2.5658
0.35,6,1,7.6791,7.7802,2.0842
0.35,6,2,9.1838,9.3894,2.5294
0.35,6,3,7.6791,7.6825,1.7639
0.35,6,4,9.1838,9.1392,2.7615
0.35,6,5,7.9269,7.7903,2.0829
0.35,6,6,9.6918,9.41,2.4731
0.35,6,7,7.7127,7.6838,1.6963
0.35,6,8,9.1181,9.1365,2.7582
0.4,6,1,7.6791,7.7807,1.9343
0.4,6,2,9.1838,9.3904,2.3371
0.4,6,3,7.6791,7.6824,1.6256
0.4,6,4,9.1838,9.1389,2.5622
0.4,6,5,7.9269,7.7896,1.9342
0.4,6,6,9.6918,9.4085,2.3063
0.4,6,7,7.7127,7.6836,1.5873
0.4,6,8,9.1181,9.1366,2.5613
0.45,6,1,7.6791,7.7811,1.6418
0.45,6,2,9.1838,9.3911,1.9774
0.45,6,3,7.6791,7.6824,1.3729
0.45,6,4,9.1838,9.1387,2.1746
0.45,6,5,7.9269,7.789,1.6414
0.45,6,6,9.6918,9.4074,1.9624
0.45,6,7,7.7127,7.6835,1.355
0.45,6,8,9.1181,9.1366,2.1737
0.5,6,1,7.6791,7.7814,1.3292
0.5,6,2,9.1838,9.3918,1.5973
0.5,6,3,7.6791,7.6824,1.1081
0.5,6,4,9.1838,9.1386,1.7606
0.5,6,5,7.9269,7.7886,1.3285
0.5,6,6,9.6918,9.4064,1.5905
0.5,6,7,7.7127,7.6834,1.1011
0.5,6,8,9.1181,9.1367,1.7594
0.55,6,1,7.6791,7.7817,1.0546
0.55,6,2,9.1838,9.3923,1.2656
0.55,6,3,7.6791,7.6824,0.87797
0.55,6,4,9.1838,9.1385,1.397
0.55,6,5,7.9269,7.7882,1.054
0.55,6,6,9.6918,9.4056,1.2627
0.55,6,7,7.7127,7.6833,0.8758
0.55,6,8,9.1181,9.1367,1.396
0.6,6,1,7.6791,7.7819,0.83349
0.6,6,2,9.1838,9.3927,0.99924
0.6,6,3,7.6791,7.6824,0.69354
0.6,6,4,9.1838,9.1383,1.1041
0.6,6,5,7.9269,7.7879,0.83304
0.6,6,6,9.6918,9.405,0.99816
0.6,6,7,7.7127,7.6832,0.69322
0.6,6,8,9.1181,9.1368,1.1035
0.65,6,1,7.6791,7.782,0.66211
0.65,6,2,9.1838,9.393,0.79326
0.65,6,3,7.6791,7.6824,0.55094
0.65,6,4,9.1838,9.1382,0.87717
0.65,6,5,7.9269,7.7876,0.66182
0.65,6,6,9.6918,9.4044,0.79296
0.65,6,7,7.7127,7.6832,0.55122
0.65,6,8,9.1181,9.1368,0.87676
0.7,6,1,7.6791,7.7822,0.53126
0.7,6,2,9.1838,9.3934,0.63622
0.7,6,3,7.6791,7.6824,0.44215
0.7,6,4,9.1838,9.1382,0.70385
0.7,6,5,7.9269,7.7874,0.53108
0.7,6,6,9.6918,9.4039,0.63622
0.7,6,7,7.7127,7.6831,0.44254
0.7,6,8,9.1181,9.1368,0.7036
0.75,6,1,7.6791,7.7823,0.43145
0.75,6,2,9.1838,9.3936,0.51658
0.75,6,3,7.6791,7.6824,0.35918
0.75,6,4,9.1838,9.1381,0.57164
0.75,6,5,7.9269,7.7872,0.43135
0.75,6,6,9.6918,9.4035,0.51666
0.75,6,7,7.7127,7.6831,0.35952
0.75,6,8,9.1181,9.1368,0.5715
0.8,6,1,7.6791,7.7824,0.35479
0.8,6,2,9.1838,9.3939,0.42474
0.8,6,3,7.6791,7.6824,0.29544
0.8,6,4,9.1838,9.138,0.47009
0.8,6,5,7.9269,7.787,0.35473
0.8,6,6,9.6918,9.4032,0.42483
0.8,6,7,7.7127,7.683,0.29568
0.8,6,8,9.1181,9.1368,0.47
0.85,6,1,7.6791,7.7826,0.29522
0.85,6,2,9.1838,9.3941,0.35341
0.85,6,3,7.6791,7.6824,0.24589
0.85,6,4,9.1838,9.138,0.39117
0.85,6,5,7.9269,7.7868,0.29519
0.85,6,6,9.6918,9.4028,0.35348
0.85,6,7,7.7127,7.683,0.24605
0.85,6,8,9.1181,9.1369,0.39112
0.9,6,1,7.6791,7.7826,0.24832
0.9,6,2,9.1838,9.3943,0.29726
0.9,6,3,7.6791,7.6824,0.20686
0.9,6,4,9.1838,9.1379,0.32903
0.9,6,5,7.9269,7.7867,0.2483
0.9,6,6,9.6918,9.4025,0.29731
0.9,6,7,7.7127,7.683,0.20696
0.9,6,8,9.1181,9.1369,0.329
0.95,6,1,7.6791,7.7827,0.2109
0.95,6,2,9.1838,9.3944,0.25247
0.95,6,3,7.6791,7.6824,0.17571
0.95,6,4,9.1838,9.1379,0.27945
0.95,6,5,7.9269,7.7866,0.21089
0.95,6,6,9.6918,9.4023,0.2525
0.95,6,7,7.7127,7.6829,0.17577
0.95,6,8,9.1181,9.1369,0.27944
1,6,1,7.6791,7.7828,0.18068
1,6,2,9.1838,9.3946,0.21629
1,6,3,7.6791,7.6824,0.15055
1,6,4,9.1838,9.1379,0.23941
1,6,5,7.9269,7.7864,0.18067
1,6,6,9.6918,9.4021,0.21631
1,6,7,7.7127,7.6829,0.15058
1,6,8,9.1181,9.1369,0.2394
1.05,6,1,7.6791,7.7829,0.15599
1.05,6,2,9.1838,9.3947,0.18674
1.05,6,3,7.6791,7.6824,0.12999
1.05,6,4,9.1838,9.1378,0.2067
1.05,6,5,7.9269,7.7863,0.15599
1.05,6,6,9.6918,9.4018,0.18675
1.05,6,7,7.7127,7.6829,0.13001
1.05,6,8,9.1181,9.1369,0.20669
1.1,6,1,7.6791,7.7829,0.13562
1.1,6,2,9.1838,9.3948,0.16235
1.1,6,3,7.6791,7.6824,0.11302
1.1,6,4,9.1838,9.1378,0.17971
1.1,6,5,7.9269,7.7863,0.13562
1.1,6,6,9.6918,9.4017,0.16236
1.1,6,7,7.7127,7.6829,0.11303
1.1,6,8,9.1181,9.1369,0.1797
1.15,6,1,7.6791,7.783,0.11866
1.15,6,2,9.1838,9.395,0.14205
1.15,6,3,7.6791,7.6824,0.098885
1.15,6,4,9.1838,9.1378,0.15723
1.15,6,5,7.9269,7.7862,0.11866
1.15,6,6,9.6918,9.4015,0.14205
1.15,6,7,7.7127,7.6829,0.098892
1.15,6,8,9.1181,9.1369,0.15723
1.2,6,1,7.6791,7.783,0.10442
1.2,6,2,9.1838,9.3951,0.125
1.2,6,3,7.6791,7.6824,0.087019
1.2,6,4,9.1838,9.1377,0.13836
1.2,6,5,7.9269,7.7861,0.10442
1.2,6,6,9.6918,9.4013,0.125
1.2,6,7,7.7127,7.6828,0.087023
1.2,6,8,9.1181,9.1369,0.13836
1.25,6,1,7.6791,7.7831,0.092373
1.25,6,2,9.1838,9.3952,0.11058
1.25,6,3,7.6791,7.6824,0.076981
1.25,6,4,9.1838,9.1377,0.1224
