move_dur,added_mass,target,eff_mass,eff_mass_mean,sum_t2
0.35,1,6,4.3135,4.1212,1.4573
0.35,1,7,2.6948,2.6193,0.99953
0.35,1,8,3.9892,3.9708,1.6253
0.4,1,1,2.566,2.6282,1.1398
0.4,1,2,3.9742,4.108,1.3771
0.4,1,3,2.566,2.6143,0.95786
0.4,1,4,3.9742,3.9702,1.5097
0.4,1,5,2.731,2.6341,1.1397
0.4,1,6,4.3135,4.1201,1.359
0.4,1,7,2.6948,2.6189,0.93532
0.4,1,8,3.9892,3.9707,1.5093
0.45,1,1,2.566,2.6285,0.96746
0.45,1,2,3.9742,4.1085,1.1652
0.45,1,3,2.566,2.6145,0.80896
0.45,1,4,3.9742,3.9702,1.2814
0.45,1,5,2.731,2.6337,0.96721
0.45,1,6,4.3135,4.1193,1.1563
0.45,1,7,2.6948,2.6186,0.79846
0.45,1,8,3.9892,3.9706,1.2809
0.5,1,1,2.566,2.6286,0.78321
0.5,1,2,3.9742,4.1089,0.94123
0.5,1,3,2.566,2.6146,0.65294
0.5,1,4,3.9742,3.9701,1.0374
0.5,1,5,2.731,2.6334,0.78281
0.5,1,6,4.3135,4.1187,0.93721
0.5,1,7,2.6948,2.6183,0.64884
0.5,1,8,3.9892,3.9706,1.0367
0.55,1,1,2.566,2.6288,0.62144
0.55,1,2,3.9742,4.1092,0.74575
0.55,1,3,2.566,2.6147,0.51735
0.55,1,4,3.9742,3.9701,0.82319
0.55,1,5,2.731,2.6331,0.62107
0.55,1,6,4.3135,4.1181,0.74405
0.55,1,7,2.6948,2.6181,0.51607
0.55,1,8,3.9892,3.9705,0.82262
0.6,1,1,2.566,2.6289,0.49114
0.6,1,2,3.9742,4.1095,0.5888
0.6,1,3,2.566,2.6148,0.40867
0.6,1,4,3.9742,3.9701,0.65061
0.6,1,5,2.731,2.6329,0.49087
0.6,1,6,4.3135,4.1177,0.58817
0.6,1,7,2.6948,2.618,0.40848
0.6,1,8,3.9892,3.9705,0.65023
0.65,1,1,2.566,2.629,0.39015
0.65,1,2,3.9742,4.1097,0.46743
0.65,1,3,2.566,2.6149,0.32464
0.65,1,4,3.9742,3.9701,0.51687
0.65,1,5,2.731,2.6327,0.38998
0.65,1,6,4.3135,4.1173,0.46725
0.65,1,7,2.6948,2.6178,0.32481
0.65,1,8,3.9892,3.9704,0.51663
0.7,1,1,2.566,2.6291,0.31304
0.7,1,2,3.9742,4.1099,0.3749
0.7,1,3,2.566,2.615,0.26054
0.7,1,4,3.9742,3.9701,0.41474
0.7,1,5,2.731,2.6325,0.31294
0.7,1,6,4.3135,4.117,0.37489
0.7,1,7,2.6948,2.6177,0.26077
0.7,1,8,3.9892,3.9704,0.4146
0.75,1,1,2.566,2.6292,0.25423
0.75,1,2,3.9742,4.1101,0.30439
0.75,1,3,2.566,2.6151,0.21165
0.75,1,4,3.9742,3.9701,0.33684
0.75,1,5,2.731,2.6324,0.25417
0.75,1,6,4.3135,4.1167,0.30444
0.75,1,7,2.6948,2.6176,0.21185
0.75,1,8,3.9892,3.9703,0.33676
0.8,1,1,2.566,2.6293,0.20906
0.8,1,2,3.9742,4.1102,0.25028
0.8,1,3,2.566,2.6151,0.17409
0.8,1,4,3.9742,3.97,0.277
0.8,1,5,2.731,2.6323,0.20902
0.8,1,6,4.3135,4.1165,0.25033
0.8,1,7,2.6948,2.6175,0.17423
0.8,1,8,3.9892,3.9703,0.27695
0.85,1,1,2.566,2.6293,0.17396
0.85,1,2,3.9742,4.1104,0.20825
0.85,1,3,2.566,2.6152,0.14489
0.85,1,4,3.9742,3.97,0.2305
0.85,1,5,2.731,2.6322,0.17394
0.85,1,6,4.3135,4.1162,0.20829
0.85,1,7,2.6948,2.6174,0.14499
0.85,1,8,3.9892,3.9703,0.23047
0.9,1,1,2.566,2.6294,0.14632
0.9,1,2,3.9742,4.1105,0.17516
0.9,1,3,2.566,2.6152,0.12189
0.9,1,4,3.9742,3.97,0.19388
0.9,1,5,2.731,2.6321,0.14631
0.9,1,6,4.3135,4.116,0.17519
0.9,1,7,2.6948,2.6173,0.12195
0.9,1,8,3.9892,3.9703,0.19387
0.95,1,1,2.566,2.6294,0.12427
0.95,1,2,3.9742,4.1106,0.14877
0.95,1,3,2.566,2.6152,0.10354
0.95,1,4,3.9742,3.97,0.16467
0.95,1,5,2.731,2.632,0.12427
0.95,1,6,4.3135,4.1159,0.14878
0.95,1,7,2.6948,2.6172,0.10358
0.95,1,8,3.9892,3.9703,0.16466
1,1,1,2.566,2.6295,0.10647
1,1,2,3.9742,4.1107,0.12745
1,1,3,2.566,2.6153,0.08871
1,1,4,3.9742,3.97,0.14107
1,1,5,2.731,2.6319,0.10646
1,1,6,4.3135,4.1157,0.12746
1,1,7,2.6948,2.6172,0.088731
1,1,8,3.9892,3.9702,0.14107
1.05,1,1,2.566,2.6295,0.091919
1.05,1,2,3.9742,4.1108,0.11004
1.05,1,3,2.566,2.6153,0.076594
1.05,1,4,3.9742,3.97,0.1218
1.05,1,5,2.731,2.6318,0.091917
1.05,1,6,4.3135,4.1156,0.11004
1.05,1,7,2.6948,2.6171,0.076607
1.05,1,8,3.9892,3.9702,0.12179
1.1,1,1,2.566,2.6295,0.079916
1.1,1,2,3.9742,4.1109,0.095666
1.1,1,3,2.566,2.6153,0.066595
1.1,1,4,3.9742,3.97,0.10589
1.1,1,5,2.731,2.6317,0.079915
1.1,1,6,4.3135,4.1154,0.09567
1.1,1,7,2.6948,2.617,0.066602
1.1,1,8,3.9892,3.9702,0.10589
1.15,1,1,2.566,2.6296,0.069921
1.15,1,2,3.9742,4.1109,0.083702
1.15,1,3,2.566,2.6154,0.058268
1.15,1,4,3.9742,3.97,0.092649
1.15,1,5,2.731,2.6317,0.069921
1.15,1,6,4.3135,4.1153,0.083704
1.15,1,7,2.6948,2.617,0.058272
1.15,1,8,3.9892,3.9702,0.092648
1.2,1,1,2.566,2.6296,0.06153
1.2,1,2,3.9742,4.111,0.073656
1.2,1,3,2.566,2.6154,0.051276
1.2,1,4,3.9742,3.97,0.081529
1.2,1,5,2.731,2.6316,0.061529
1.2,1,6,4.3135,4.1152,0.073657
1.2,1,7,2.6948,2.617,0.051278
1.2,1,8,3.9892,3.9702,0.081529
1.25,1,1,2.566,2.6296,0.054431
1.25,1,2,3.9742,4.1111,0.065158
1.25,1,3,2.566,2.6154,0.045361
1.25,1,4,3.9742,3.97,0.072123
1.25,1,5,2.731,2.6316,0.054431
1.25,1,6,4.3135,4.1151,0.065159
1.25,1,7,2.6948,2.6169,0.045362
1.25,1,8,3.9892,3.9702,0.072123
1.3,1,1,2.566,2.6297,0.048385
1.3,1,2,3.9742,4.1111,0.057921
1.3,1,3,2.566,2.6154,0.040323
1.3,1,4,3.9742,3.97,0.064112
1.3,1,5,2.731,2.6315,0.048385
1.3,1,6,4.3135,4.115,0.057921
1.3,1,7,2.6948,2.6169,0.040324
1.3,1,8,3.9892,3.9702,0.064112
1.35,1,1,2.566,2.6297,0.043203
1.35,1,2,3.9742,4.1112,0.051717
1.35,1,3,2.566,2.6154,0.036005
1.35,1,4,3.9742,3.97,0.057246
1.35,1,5,2.731,2.6315,0.043203
1.35,1,6,4.3135,4.1149,0.051718
1.35,1,7,2.6948,2.6168,0.036005
1.35,1,8,3.9892,3.9702,0.057246
1.4,1,1,2.566,2.6297,0.038736
1.4,1,2,3.9742,4.1112,0.04637
1.4,1,3,2.566,2.6155,0.032282
1.4,1,4,3.9742,3.97,0.051327
1.4,1,5,2.731,2.6314,0.038736
1.4,1,6,4.3135,4.1148,0.04637
1.4,1,7,2.6948,2.6168,0.032282
1.4,1,8,3.9892,3.9701,0.051327
1.45,1,1,2.566,2.6297,0.034864
1.45,1,2,3.9742,4.1113,0.041735
1.45,1,3,2.566,2.6155,0.029056
1.45,1,4,3.9742,3.97,0.046197
1.45,1,5,2.731,2.6314,0.034864
1.45,1,6,4.3135,4.1147,0.041735
1.45,1,7,2.6948,2.6168,0.029056
1.45,1,8,3.9892,3.9701,0.046197
1.5,1,1,2.566,2.6297,0.031492
1.5,1,2,3.9742,4.1113,0.037698
1.5,1,3,2.566,2.6155,0.026245
1.5,1,4,3.9742,3.97,0.041728
1.5,1,5,2.731,2.6314,0.031492
1.5,1,6,4.3135,4.1147,0.037699
1.5,1,7,2.6948,2.6168,0.026245
1.5,1,8,3.9892,3.9701,0.041728
1.55,1,1,2.566,2.6298,0.028541
1.55,1,2,3.9742,4.1114,0.034166
1.55,1,3,2.566,2.6155,0.023786
1.55,1,4,3.9742,3.97,0.037818
1.55,1,5,2.731,2.6313,0.028541
1.55,1,6,4.3135,4.1146,0.034166
1.55,1,7,2.6948,2.6167,0.023786
1.55,1,8,3.9892,3.9701,0.037818
1.6,1,1,2.566,2.6298,0.025948
1.6,1,2,3.9742,4.1114,0.031062
1.6,1,3,2.566,2.6155,0.021625
1.6,1,4,3.9742,3.97,0.034382
1.6,1,5,2.731,2.6313,0.025948
1.6,1,6,4.3135,4.1145,0.031062
1.6,1,7,2.6948,2.6167,0.021625
1.6,1,8,3.9892,3.9701,0.034382
1.65,1,1,2.566,2.6298,0.02366
1.65,1,2,3.9742,4.1114,0.028322
1.65,1,3,2.566,2.6155,0.019718
1.65,1,4,3.9742,3.97,0.03135
1.65,1,5,2.731,2.6313,0.02366
1.65,1,6,4.3135,4.1145,0.028322
1.65,1,7,2.6948,2.6167,0.019718
1.65,1,8,3.9892,3.9701,0.03135
1.7,1,1,2.566,2.6298,0.021633
1.7,1,2,3.9742,4.1115,0.025896
1.7,1,3,2.566,2.6155,0.018029
1.7,1,4,3.9742,3.97,0.028664
1.7,1,5,2.731,2.6312,0.021633
1.7,1,6,4.3135,4.1144,0.025896
1.7,1,7,2.6948,2.6167,0.018029
1.7,1,8,3.9892,3.9701,0.028664
1.75,1,1,2.566,2.6298,0.019831
1.75,1,2,3.9742,4.1115,0.023739
1.75,1,3,2.566,2.6155,0.016527
1.75,1,4,3.9742,3.97,0.026277
1.75,1,5,2.731,2.6312,0.019831
1.75,1,6,4.3135,4.1144,0.023739
1.75,1,7,2.6948,2.6166,0.016527
1.75,1,8,3.9892,3.9701,0.026277
1.8,1,1,2.566,2.6298,0.018224
1.8,1,2,3.9742,4.1115,0.021815
1.8,1,3,2.566,2.6156,0.015188
1.8,1,4,3.9742,3.97,0.024147
1.8,1,5,2.731,2.6312,0.018224
1.8,1,6,4.3135,4.1143,0.021815
1.8,1,7,2.6948,2.6166,0.015188
1.8,1,8,3.9892,3.9701,0.024147
1.85,1,1,2.566,2.6299,0.016786
1.85,1,2,3.9742,4.1116,0.020094
1.85,1,3,2.566,2.6156,0.013989
1.85,1,4,3.9742,3.97,0.022242
1.85,1,5,2.731,2.6312,0.016786
1.85,1,6,4.3135,4.1143,0.020094
1.85,1,7,2.6948,2.6166,0.013989
1.85,1,8,3.9892,3.9701,0.022242
1.9,1,1,2.566,2.6299,0.015495
1.9,1,2,3.9742,4.1116,0.018549
1.9,1,3,2.566,2.6156,0.012913
1.9,1,4,3.9742,3.97,0.020531
1.9,1,5,2.731,2.6312,0.015495
1.9,1,6,4.3135,4.1142,0.018549
1.9,1,7,2.6948,2.6166,0.012913
1.9,1,8,3.9892,3.9701,0.020531
1.95,1,1,2.566,2.6299,0.014333
1.95,1,2,3.9742,4.1116,0.017158
1.95,1,3,2.566,2.6156,0.011945
1.95,1,4,3.9742,3.97,0.018992
1.95,1,5,2.731,2.6311,0.014333
1.95,1,6,4.3135,4.1142,0.017158
1.95,1,7,2.6948,2.6166,0.011945
1.95,1,8,3.9892,3.9701,0.018992
2,1,1,2.566,2.6299,0.013285
2,1,2,3.9742,4.1116,0.015903
2,1,3,2.566,2.6156,0.011072
2,1,4,3.9742,3.97,0.017603
2,1,5,2.731,2.6311,0.013285
2,1,6,4.3135,4.1142,0.015903
2,1,7,2.6948,2.6166,0.011072
2,1,8,3.9892,3.9701,0.017603
0.3,1.5,1,3.0954,3.1691,1.3325
0.3,1.5,2,4.5285,4.6798,1.6265
0.3,1.5,3,3.0954,3.1295,1.1375
0.3,1.5,4,4.5285,4.5142,1.7667
0.3,1.5,5,3.2862,3.1781,1.3282
0.3,1.5,6,4.9122,4.6978,1.5671
0.3,1.5,7,3.1951,3.1342,1.0725
0.3,1.5,8,4.5227,4.5139,1.7588
0.35,1.5,1,3.0954,3.1696,1.4287
0.35,1.5,2,4.5285,4.6807,1.7339
0.35,1.5,3,3.0954,3.1297,1.2092
0.35,1.5,4,4.5285,4.514,1.893
0.35,1.5,5,3.2862,3.1773,1.4278
0.35,1.5,6,4.9122,4.6963,1.6953
0.35,1.5,7,3.1951,3.1337,1.1628
0.35,1.5,8,4.5227,4.5138,1.8907
0.4,1.5,1,3.0954,3.1699,1.326
0.4,1.5,2,4.5285,4.6814,1.602
0.4,1.5,3,3.0954,3.1298,1.1143
0.4,1.5,4,4.5285,4.5139,1.7563
0.4,1.5,5,3.2862,3.1767,1.3259
0.4,1.5,6,4.9122,4.6951,1.581
0.4,1.5,7,3.1951,3.1334,1.0881
0.4,1.5,8,4.5227,4.5137,1.7558
0.45,1.5,1,3.0954,3.1702,1.1255
0.45,1.5,2,4.5285,4.682,1.3555
0.45,1.5,3,3.0954,3.1299,0.94109
0.45,1.5,4,4.5285,4.5139,1.4907
0.45,1.5,5,3.2862,3.1763,1.1252
0.45,1.5,6,4.9122,4.6942,1.3452
0.45,1.5,7,3.1951,3.1331,0.92887
0.45,1.5,8,4.5227,4.5137,1.4901
0.5,1.5,1,3.0954,3.1704,0.91113
0.5,1.5,2,4.5285,4.6824,1.095
0.5,1.5,3,3.0954,3.13,0.75959
0.5,1.5,4,4.5285,4.5138,1.2068
0.5,1.5,5,3.2862,3.1759,0.91066
0.5,1.5,6,4.9122,4.6935,1.0903
0.5,1.5,7,3.1951,3.1329,0.75481
0.5,1.5,8,4.5227,4.5136,1.2061
0.55,1.5,1,3.0954,3.1706,0.72295
0.55,1.5,2,4.5285,4.6828,0.86755
0.55,1.5,3,3.0954,3.1301,0.60184
0.55,1.5,4,4.5285,4.5138,0.95764
0.55,1.5,5,3.2862,3.1756,0.72251
0.55,1.5,6,4.9122,4.6929,0.86558
0.55,1.5,7,3.1951,3.1327,0.60036
0.55,1.5,8,4.5227,4.5136,0.95698
0.6,1.5,1,3.0954,3.1707,0.57135
0.6,1.5,2,4.5285,4.6831,0.68497
0.6,1.5,3,3.0954,3.1302,0.47542
0.6,1.5,4,4.5285,4.5137,0.75688
0.6,1.5,5,3.2862,3.1754,0.57104
0.6,1.5,6,4.9122,4.6924,0.68423
0.6,1.5,7,3.1951,3.1326,0.4752
0.6,1.5,8,4.5227,4.5136,0.75643
0.65,1.5,1,3.0954,3.1709,0.45387
0.65,1.5,2,4.5285,4.6834,0.54378
0.65,1.5,3,3.0954,3.1302,0.37767
0.65,1.5,4,4.5285,4.5137,0.60129
0.65,1.5,5,3.2862,3.1751,0.45367
0.65,1.5,6,4.9122,4.692,0.54357
0.65,1.5,7,3.1951,3.1325,0.37786
0.65,1.5,8,4.5227,4.5136,0.60101
0.7,1.5,1,3.0954,3.171,0.36417
0.7,1.5,2,4.5285,4.6836,0.43613
0.7,1.5,3,3.0954,3.1303,0.30309
0.7,1.5,4,4.5285,4.5137,0.48248
0.7,1.5,5,3.2862,3.1749,0.36405
0.7,1.5,6,4.9122,4.6916,0.43613
0.7,1.5,7,3.1951,3.1324,0.30336
0.7,1.5,8,4.5227,4.5135,0.48231
0.75,1.5,1,3.0954,3.1711,0.29576
0.75,1.5,2,4.5285,4.6838,0.35411
0.75,1.5,3,3.0954,3.1303,0.24622
0.75,1.5,4,4.5285,4.5136,0.39186
0.75,1.5,5,3.2862,3.1748,0.29569
0.75,1.5,6,4.9122,4.6913,0.35417
0.75,1.5,7,3.1951,3.1323,0.24645
0.75,1.5,8,4.5227,4.5135,0.39176
0.8,1.5,1,3.0954,3.1712,0.24321
0.8,1.5,2,4.5285,4.684,0.29116
0.8,1.5,3,3.0954,3.1304,0.20252
0.8,1.5,4,4.5285,4.5136,0.32224
0.8,1.5,5,3.2862,3.1746,0.24316
0.8,1.5,6,4.9122,4.691,0.29122
0.8,1.5,7,3.1951,3.1322,0.20269
0.8,1.5,8,4.5227,4.5135,0.32218
0.85,1.5,1,3.0954,3.1712,0.20237
0.85,1.5,2,4.5285,4.6842,0.24226
0.85,1.5,3,3.0954,3.1304,0.16856
0.85,1.5,4,4.5285,4.5136,0.26814
0.85,1.5,5,3.2862,3.1745,0.20235
0.85,1.5,6,4.9122,4.6908,0.24231
0.85,1.5,7,3.1951,3.1321,0.16867
0.85,1.5,8,4.5227,4.5135,0.26811
0.9,1.5,1,3.0954,3.1713,0.17022
0.9,1.5,2,4.5285,4.6843,0.20377
0.9,1.5,3,3.0954,3.1304,0.1418
0.9,1.5,4,4.5285,4.5136,0.22555
0.9,1.5,5,3.2862,3.1744,0.17021
0.9,1.5,6,4.9122,4.6905,0.2038
0.9,1.5,7,3.1951,3.132,0.14187
0.9,1.5,8,4.5227,4.5135,0.22553
0.95,1.5,1,3.0954,3.1714,0.14457
0.95,1.5,2,4.5285,4.6844,0.17306
0.95,1.5,3,3.0954,3.1304,0.12045
0.95,1.5,4,4.5285,4.5136,0.19156
0.95,1.5,5,3.2862,3.1743,0.14457
0.95,1.5,6,4.9122,4.6903,0.17309
0.95,1.5,7,3.1951,3.132,0.12049
0.95,1.5,8,4.5227,4.5135,0.19155
1,1.5,1,3.0954,3.1714,0.12386
1,1.5,2,4.5285,4.6845,0.14826
1,1.5,3,3.0954,3.1305,0.1032
1,1.5,4,4.5285,4.5135,0.16411
1,1.5,5,3.2862,3.1742,0.12385
1,1.5,6,4.9122,4.6902,0.14828
1,1.5,7,3.1951,3.1319,0.10322
1,1.5,8,4.5227,4.5135,0.16411
1.05,1.5,1,3.0954,3.1715,0.10693
1.05,1.5,2,4.5285,4.6846,0.12801
1.05,1.5,3,3.0954,3.1305,0.089105
1.05,1.5,4,4.5285,4.5135,0.14169
1.05,1.5,5,3.2862,3.1741,0.10693
1.05,1.5,6,4.9122,4.69,0.12801
1.05,1.5,7,3.1951,3.1319,0.089119
1.05,1.5,8,4.5227,4.5134,0.14169
1.1,1.5,1,3.0954,3.1715,0.092969
1.1,1.5,2,4.5285,4.6847,0.11129
1.1,1.5,3,3.0954,3.1305,0.077472
1.1,1.5,4,4.5285,4.5135,0.12319
1.1,1.5,5,3.2862,3.1741,0.092968
1.1,1.5,6,4.9122,4.6899,0.1113
1.1,1.5,7,3.1951,3.1318,0.077481
1.1,1.5,8,4.5227,4.5134,0.12319
1.15,1.5,1,3.0954,3.1715,0.081341
1.15,1.5,2,4.5285,4.6848,0.097373
1.15,1.5,3,3.0954,3.1305,0.067785
1.15,1.5,4,4.5285,4.5135,0.10778
1.15,1.5,5,3.2862,3.174,0.081341
1.15,1.5,6,4.9122,4.6897,0.097375
1.15,1.5,7,3.1951,3.1318,0.06779
1.15,1.5,8,4.5227,4.5134,0.10778
1.2,1.5,1,3.0954,3.1716,0.071579
1.2,1.5,2,4.5285,4.6849,0.085686
1.2,1.5,3,3.0954,3.1305,0.059651
1.2,1.5,4,4.5285,4.5135,0.094845
1.2,1.5,5,3.2862,3.1739,0.071579
1.2,1.5,6,4.9122,4.6896,0.085688
1.2,1.5,7,3.1951,3.1318,0.059654
1.2,1.5,8,4.5227,4.5134,0.094845
1.25,1.5,1,3.0954,3.1716,0.063321
1.25,1.5,2,4.5285,4.685,0.075801
1.25,1.5,3,3.0954,3.1306,0.05277
1.25,1.5,4,4.5285,4.5135,0.083903
1.25,1.5,5,3.2862,3.1739,0.063321
1.25,1.5,6,4.9122,4.6895,0.075801
1.25,1.5,7,3.1951,3.1317,0.052771
1.25,1.5,8,4.5227,4.5134,0.083903
1.3,1.5,1,3.0954,3.1716,0.056288
1.3,1.5,2,4.5285,4.685,0.067381
1.3,1.5,3,3.0954,3.1306,0.046909
1.3,1.5,4,4.5285,4.5135,0.074583
1.3,1.5,5,3.2862,3.1738,0.056288
1.3,1.5,6,4.9122,4.6894,0.067381
1.3,1.5,7,3.1951,3.1317,0.04691
1.3,1.5,8,4.5227,4.5134,0.074583
1.35,1.5,1,3.0954,3.1717,0.050259
1.35,1.5,2,4.5285,4.6851,0.060164
1.35,1.5,3,3.0954,3.1306,0.041885
1.35,1.5,4,4.5285,4.5135,0.066596
1.35,1.5,5,3.2862,3.1738,0.050259
1.35,1.5,6,4.9122,4.6893,0.060165
1.35,1.5,7,3.1951,3.1317,0.041886
1.35,1.5,8,4.5227,4.5134,0.066596
1.4,1.5,1,3.0954,3.1717,0.045063
1.4,1.5,2,4.5285,4.6851,0.053943
1.4,1.5,3,3.0954,3.1306,0.037555
1.4,1.5,4,4.5285,4.5135,0.05971
1.4,1.5,5,3.2862,3.1737,0.045063
1.4,1.5,6,4.9122,4.6892,0.053944
1.4,1.5,7,3.1951,3.1316,0.037555
1.4,1.5,8,4.5227,4.5134,0.05971
1.45,1.5,1,3.0954,3.1717,0.040559
1.45,1.5,2,4.5285,4.6852,0.048552
1.45,1.5,3,3.0954,3.1306,0.033801
1.45,1.5,4,4.5285,4.5135,0.053742
1.45,1.5,5,3.2862,3.1737,0.040559
1.45,1.5,6,4.9122,4.6891,0.048552
1.45,1.5,7,3.1951,3.1316,0.033801
1.45,1.5,8,4.5227,4.5134,0.053742
1.5,1.5,1,3.0954,3.1718,0.036636
1.5,1.5,2,4.5285,4.6852,0.043856
1.5,1.5,3,3.0954,3.1306,0.030532
1.5,1.5,4,4.5285,4.5134,0.048544
1.5,1.5,5,3.2862,3.1736,0.036636
1.5,1.5,6,4.9122,4.689,0.043856
1.5,1.5,7,3.1951,3.1316,0.030532
1.5,1.5,8,4.5227,4.5134,0.048544
1.55,1.5,1,3.0954,3.1718,0.033203
1.55,1.5,2,4.5285,4.6853,0.039746
1.55,1.5,3,3.0954,3.1306,0.027671
1.55,1.5,4,4.5285,4.5134,0.043995
1.55,1.5,5,3.2862,3.1736,0.033203
1.55,1.5,6,4.9122,4.6889,0.039746
1.55,1.5,7,3.1951,3.1316,0.027671
1.55,1.5,8,4.5227,4.5134,0.043995
1.6,1.5,1,3.0954,3.1718,0.030186
1.6,1.5,2,4.5285,4.6853,0.036135
1.6,1.5,3,3.0954,3.1306,0.025157
1.6,1.5,4,4.5285,4.5134,0.039998
1.6,1.5,5,3.2862,3.1736,0.030186
1.6,1.5,6,4.9122,4.6889,0.036135
1.6,1.5,7,3.1951,3.1316,0.025157
1.6,1.5,8,4.5227,4.5134,0.039998
1.65,1.5,1,3.0954,3.1718,0.027524
1.65,1.5,2,4.5285,4.6854,0.032948
1.65,1.5,3,3.0954,3.1306,0.022938
1.65,1.5,4,4.5285,4.5134,0.03647
1.65,1.5,5,3.2862,3.1735,0.027524
1.65,1.5,6,4.9122,4.6888,0.032948
1.65,1.5,7,3.1951,3.1315,0.022938
1.65,1.5,8,4.5227,4.5134,0.03647
1.7,1.5,1,3.0954,3.1718,0.025166
1.7,1.5,2,4.5285,4.6854,0.030126
1.7,1.5,3,3.0954,3.1306,0.020973
1.7,1.5,4,4.5285,4.5134,0.033346
1.7,1.5,5,3.2862,3.1735,0.025166
1.7,1.5,6,4.9122,4.6888,0.030126
1.7,1.5,7,3.1951,3.1315,0.020973
1.7,1.5,8,4.5227,4.5134,0.033346
1.75,1.5,1,3.0954,3.1719,0.02307
1.75,1.5,2,4.5285,4.6854,0.027616
1.75,1.5,3,3.0954,3.1307,0.019226
1.75,1.5,4,4.5285,4.5134,0.030568
1.75,1.5,5,3.2862,3.1735,0.02307
1.75,1.5,6,4.9122,4.6887,0.027616
1.75,1.5,7,3.1951,3.1315,0.019226
1.75,1.5,8,4.5227,4.5134,0.030568
1.8,1.5,1,3.0954,3.1719,0.0212
1.8,1.5,2,4.5285,4.6855,0.025378
1.8,1.5,3,3.0954,3.1307,0.017668
1.8,1.5,4,4.5285,4.5134,0.028091
1.8,1.5,5,3.2862,3.1734,0.0212
1.8,1.5,6,4.9122,4.6886,0.025378
1.8,1.5,7,3.1951,3.1315,0.017668
1.8,1.5,8,4.5227,4.5134,0.028091
1.85,1.5,1,3.0954,3.1719,0.019527
1.85,1.5,2,4.5285,4.6855,0.023376
1.85,1.5,3,3.0954,3.1307,0.016274
1.85,1.5,4,4.5285,4.5134,0.025874
1.85,1.5,5,3.2862,3.1734,0.019527
1.85,1.5,6,4.9122,4.6886,0.023376
1.85,1.5,7,3.1951,3.1315,0.016274
1.85,1.5,8,4.5227,4.5134,0.025874
1.9,1.5,1,3.0954,3.1719,0.018026
1.9,1.5,2,4.5285,4.6855,0.021578
1.9,1.5,3,3.0954,3.1307,0.015023
1.9,1.5,4,4.5285,4.5134,0.023885
1.9,1.5,5,3.2862,3.1734,0.018026
1.9,1.5,6,4.9122,4.6885,0.021578
1.9,1.5,7,3.1951,3.1315,0.015023
1.9,1.5,8,4.5227,4.5134,0.023885
1.95,1.5,1,3.0954,3.1719,0.016674
1.95,1.5,2,4.5285,4.6856,0.01996
1.95,1.5,3,3.0954,3.1307,0.013896
1.95,1.5,4,4.5285,4.5134,0.022094
1.95,1.5,5,3.2862,3.1734,0.016674
1.95,1.5,6,4.9122,4.6885,0.019961
1.95,1.5,7,3.1951,3.1314,0.013896
1.95,1.5,8,4.5227,4.5134,0.022094
2,1.5,1,3.0954,3.1719,0.015455
2,1.5,2,4.5285,4.6856,0.018501
2,1.5,3,3.0954,3.1307,0.01288
2,1.5,4,4.5285,4.5134,0.020478
2,1.5,5,3.2862,3.1733,0.015455
2,1.5,6,4.9122,4.6884,0.018501
2,1.5,7,3.1951,3.1314,0.01288
2,1.5,8,4.5227,4.5134,0.020478
0.3,2,1,3.6161,3.6974,1.4716
0.3,2,2,5.0666,5.2311,1.7963
0.3,2,3,3.6161,3.6416,1.2563
0.3,2,4,5.0666,5.0449,1.9512
0.3,2,5,3.8231,3.7072,1.4669
0.3,2,6,5.4812,5.2505,1.7307
0.3,2,7,3.6975,3.6454,1.1845
0.3,2,8,5.0462,5.044,1.9425
0.35,2,1,3.6161,3.6979,1.5779
0.35,2,2,5.0666,5.2321,1.9149
0.35,2,3,3.6161,3.6417,1.3354
0.35,2,4,5.0666,5.0448,2.0906
0.35,2,5,3.8231,3.7063,1.5769
0.35,2,6,5.4812,5.2489,1.8723
0.35,2,7,3.6975,3.645,1.2842
0.35,2,8,5.0462,5.044,2.0881
0.4,2,1,3.6161,3.6983,1.4644
0.4,2,2,5.0666,5.2329,1.7693
0.4,2,3,3.6161,3.6418,1.2307
0.4,2,4,5.0666,5.0446,1.9397
0.4,2,5,3.8231,3.7057,1.4643
0.4,2,6,5.4812,5.2477,1.7461
0.4,2,7,3.6975,3.6447,1.2017
0.4,2,8,5.0462,5.0439,1.9391
0.45,2,1,3.6161,3.6986,1.243
0.45,2,2,5.0666,5.2335,1.497
0.45,2,3,3.6161,3.6419,1.0394
0.45,2,4,5.0666,5.0445,1.6463
0.45,2,5,3.8231,3.7052,1.2427
0.45,2,6,5.4812,5.2467,1.4856
0.45,2,7,3.6975,3.6445,1.0259
0.45,2,8,5.0462,5.0439,1.6457
0.5,2,1,3.6161,3.6989,1.0063
0.5,2,2,5.0666,5.234,1.2093
0.5,2,3,3.6161,3.642,0.8389
0.5,2,4,5.0666,5.0445,1.3329
0.5,2,5,3.8231,3.7048,1.0057
0.5,2,6,5.4812,5.2459,1.2041
0.5,2,7,3.6975,3.6443,0.83362
0.5,2,8,5.0462,5.0439,1.332
0.55,2,1,3.6161,3.6991,0.79843
0.55,2,2,5.0666,5.2344,0.95813
0.55,2,3,3.6161,3.642,0.66468
0.55,2,4,5.0666,5.0444,1.0576
0.55,2,5,3.8231,3.7045,0.79795
